회차,추첨일,번호1,번호2,번호3,번호4,번호5,번호6,보너스번호,총판매금액,1등당첨자수,1등당첨금액,2등당첨자수,2등당첨금액,3등당첨자수,3등당첨금액,4등당첨자수,4등당첨금액,5등당첨자수,5등당첨금액
602,20140614,13,14,22,27,30,38,2,"56,262,855,000",8,"1,689,530,860",42,"53,635,901","1,675","1,344,901","77,026","50,000","1,251,693","5,000"
603,20140621,2,19,25,26,27,43,28,"56,276,650,000",4,"3,452,136,563",30,"76,714,146","1,363","1,688,500","71,799","50,000","1,227,396","5,000"
604,20140628,2,6,18,21,33,34,30,"56,266,399,000",11,"1,229,141,557",36,"62,595,172","1,451","1,553,016","75,476","50,000","1,266,398","5,000"
605,20140705,1,2,7,9,10,38,42,"56,622,924,000",9,"1,394,232,250",40,"52,283,710","2,286","914,851","92,980","50,000","1,386,335","5,000"
606,20140712,1,5,6,14,20,39,22,"56,928,896,000",10,"1,311,566,850",44,"49,680,563","1,542","1,417,604","82,879","50,000","1,366,588","5,000"
607,20140719,8,14,23,36,38,39,13,"56,806,213,000",4,"3,494,480,907",35,"66,561,542","1,448","1,608,878","73,277","50,000","1,220,405","5,000"
608,20140726,4,8,18,19,39,44,41,"56,146,117,000",7,"1,943,530,018",32,"70,857,866","1,516","1,495,681","74,353","50,000","1,243,159","5,000"
609,20140802,4,8,27,34,39,40,13,"54,858,201,000",2,"6,339,311,438",47,"44,959,656","1,621","1,303,581","80,472","50,000","1,300,134","5,000"
610,20140809,14,18,20,23,28,36,33,"56,862,756,000",4,"3,516,018,375",34,"68,941,537","1,398","1,676,690","71,718","50,000","1,218,676","5,000"
611,20140816,2,22,27,33,36,37,14,"57,411,079,000",4,"3,502,706,157",47,"49,683,776","1,486","1,571,425","74,589","50,000","1,258,998","5,000"
612,20140823,6,9,18,19,25,33,40,"56,931,314,000",11,"1,181,705,250",59,"36,719,655","1,833","1,181,921","86,228","50,000","1,364,516","5,000"
613,20140830,7,8,11,16,41,44,35,"57,986,249,000",9,"1,549,831,209",30,"77,491,561","1,538","1,511,539","77,945","50,000","1,299,580","5,000"
614,20140906,8,21,25,39,40,44,18,"62,301,977,000",6,"2,540,975,438",46,"55,238,597","1,523","1,668,402","80,393","50,000","1,360,707","5,000"
615,20140913,10,17,18,19,23,27,35,"59,072,378,000",9,"1,535,062,417",31,"74,277,214","1,670","1,378,799","83,981","50,000","1,383,278","5,000"
616,20140920,5,13,18,23,40,45,3,"60,303,360,000",9,"1,611,811,250",49,"49,341,161","1,700","1,422,187","81,118","50,000","1,350,809","5,000"
617,20140927,4,5,11,12,24,27,28,"58,958,123,000",8,"1,629,701,860",43,"50,533,391","1,993","1,090,284","93,731","50,000","1,481,805","5,000"
618,20141004,8,16,25,30,42,43,15,"58,550,803,000",5,"2,881,326,225",45,"53,357,894","1,581","1,518,726","75,243","50,000","1,260,882","5,000"
619,20141011,6,8,13,30,35,40,21,"58,822,925,000",3,"4,612,479,375",59,"39,088,809","1,712","1,347,103","83,710","50,000","1,355,209","5,000"
620,20141018,2,16,17,32,39,45,40,"58,342,777,000",7,"2,028,283,233",44,"53,780,238","1,661","1,424,643","78,155","50,000","1,266,599","5,000"
621,20141025,1,2,6,16,19,42,9,"59,407,216,000",6,"2,359,723,500",62,"38,060,057","1,555","1,517,508","82,843","50,000","1,336,734","5,000"
622,20141101,9,15,16,21,28,34,24,"59,601,329,000",9,"1,630,598,292",34,"71,938,160","1,629","1,501,472","77,626","50,000","1,270,437","5,000"
623,20141108,7,13,30,39,41,45,25,"58,504,142,000",8,"1,813,702,594",35,"69,093,433","1,456","1,660,900","73,522","50,000","1,245,962","5,000"
624,20141115,1,7,19,26,27,35,16,"57,832,726,000",5,"2,763,729,450",61,"37,755,867","1,574","1,463,220","78,840","50,000","1,309,900","5,000"
625,20141122,3,6,7,20,21,39,13,"58,614,979,000",5,"2,765,184,675",45,"51,207,124","1,654","1,393,181","82,014","50,000","1,354,445","5,000"
626,20141129,13,14,26,33,40,43,15,"58,986,187,000",8,"1,717,871,110",45,"50,899,885","1,766","1,296,996","86,261","50,000","1,371,217","5,000"
627,20141206,2,9,22,25,31,45,12,"55,981,334,000",10,"1,352,230,650",35,"64,391,936","1,532","1,471,096","74,824","50,000","1,243,945","5,000"
628,20141213,1,7,12,15,23,42,11,"57,253,109,000",9,"1,499,942,875",37,"60,808,495","1,628","1,382,012","80,147","50,000","1,323,978","5,000"
629,20141220,19,28,31,38,43,44,1,"57,618,701,000",5,"2,919,433,575",34,"71,554,745","1,321","1,841,682","68,554","50,000","1,183,752","5,000"
630,20141227,8,17,21,24,27,31,15,"61,335,894,000",3,"4,836,305,500",48,"50,378,183","1,631","1,482,620","84,380","50,000","1,420,745","5,000"
631,20150103,1,2,4,23,31,34,8,"65,300,621,000",4,"3,919,853,532",46,"56,809,472","1,676","1,559,210","85,710","50,000","1,491,785","5,000"
632,20150110,15,18,21,32,35,44,6,"63,066,603,000",11,"1,432,587,716",52,"50,507,901","1,645","1,596,603","78,418","50,000","1,320,223","5,000"
633,20150117,9,12,19,20,39,41,13,"62,015,797,000",12,"1,217,257,094",47,"51,798,175","1,789","1,360,825","87,613","50,000","1,430,227","5,000"
634,20150124,4,10,11,12,20,27,38,"63,149,567,000",13,"1,077,935,106",54,"43,250,483","2,208","1,057,757","101,514","50,000","1,562,975","5,000"
635,20150131,11,13,25,26,29,33,32,"62,429,621,000",8,"1,855,587,235",35,"70,689,038","1,650","1,499,465","85,675","50,000","1,427,626","5,000"
636,20150207,6,7,15,16,20,31,26,"62,786,394,000",8,"1,832,362,219",44,"55,526,128","1,973","1,238,292","90,830","50,000","1,461,300","5,000"
637,20150214,3,16,22,37,38,44,23,"63,504,865,000",4,"3,899,241,094",45,"57,766,535","1,637","1,587,963","82,147","50,000","1,369,826","5,000"
638,20150221,7,18,22,24,31,34,6,"64,319,586,000",7,"2,229,403,179",41,"63,438,302","1,719","1,513,072","84,781","50,000","1,422,596","5,000"
639,20150228,6,15,22,23,25,32,40,"66,202,599,000",4,"4,061,185,219",45,"60,165,707","1,628","1,663,058","84,861","50,000","1,439,719","5,000"
640,20150307,14,15,18,21,26,35,23,"64,080,502,000",9,"1,728,768,834",48,"54,024,027","1,639","1,582,156","85,410","50,000","1,404,905","5,000"
641,20150314,11,18,21,36,37,43,12,"63,773,134,000",8,"1,990,074,563",50,"53,068,655","1,565","1,695,485","79,145","50,000","1,340,371","5,000"
642,20150321,8,17,18,24,39,45,32,"63,544,224,000",12,"1,251,460,438",62,"40,369,692","1,815","1,379,020","88,406","50,000","1,465,689","5,000"
643,20150328,15,24,31,32,33,40,13,"63,110,068,000",6,"2,535,763,625",43,"58,971,248","1,525","1,662,796","84,656","50,000","1,407,225","5,000"
644,20150404,5,13,17,23,28,36,8,"61,846,599,000",8,"1,831,451,204",49,"49,835,407","1,879","1,299,593","87,582","50,000","1,401,744","5,000"
645,20150411,1,4,16,26,40,41,31,"62,661,756,000",4,"3,696,297,750",28,"88,007,090","1,766","1,395,356","87,873","50,000","1,444,728","5,000"
646,20150418,2,9,24,41,43,45,30,"62,308,090,000",7,"2,215,498,393",36,"71,798,560","1,522","1,698,258","77,400","50,000","1,321,212","5,000"
647,20150425,5,16,21,23,24,30,29,"62,314,338,000",7,"2,189,725,608",44,"58,060,907","1,596","1,600,677","79,202","50,000","1,351,926","5,000"
648,20150502,13,19,28,37,38,43,4,"60,874,405,000",7,"2,120,987,947",45,"54,988,577","1,631","1,517,159","80,986","50,000","1,318,403","5,000"
649,20150509,3,21,22,33,41,42,20,"60,473,178,000",5,"2,948,042,100",45,"54,593,373","1,689","1,454,531","80,347","50,000","1,313,125","5,000"
650,20150516,3,4,7,11,31,41,35,"60,991,082,000",5,"2,849,298,900",45,"52,764,795","1,814","1,308,940","87,030","50,000","1,429,743","5,000"
651,20150523,11,12,16,26,29,44,18,"61,494,891,000",8,"1,855,306,454",35,"70,678,342","1,684","1,468,968","82,567","50,000","1,365,832","5,000"
652,20150530,3,13,15,40,41,44,20,"60,426,977,000",5,"3,003,483,525",36,"69,525,082","1,504","1,664,165","75,739","50,000","1,280,663","5,000"
653,20150606,5,6,26,27,38,39,1,"59,716,037,000",14,"980,958,670",56,"40,873,278","1,997","1,146,172","88,995","50,000","1,419,408","5,000"
654,20150613,16,21,26,31,36,43,6,"60,697,813,000",8,"1,879,301,391",69,"36,315,003","1,787","1,402,203","77,788","50,000","1,282,725","5,000"
655,20150620,7,37,38,39,40,44,18,"60,434,801,000",9,"1,661,439,625",41,"60,784,377","1,610","1,547,926","77,437","50,000","1,281,655","5,000"
656,20150627,3,7,14,16,31,40,39,"61,328,118,000",2,"7,330,002,750",48,"50,902,797","1,747","1,398,589","83,772","50,000","1,385,757","5,000"
657,20150704,10,14,19,39,40,43,23,"61,769,837,000",9,"1,694,762,792",52,"48,887,389","1,562","1,627,494","78,396","50,000","1,325,593","5,000"
658,20150711,8,19,25,28,32,36,37,"61,131,243,000",9,"1,634,031,375",38,"64,501,239","1,678","1,460,696","82,738","50,000","1,364,069","5,000"
659,20150718,7,18,19,27,29,42,45,"61,677,747,000",11,"1,336,604,216",40,"61,261,027","1,765","1,388,352","85,028","50,000","1,396,789","5,000"
660,20150725,4,9,23,33,39,44,14,"60,813,322,000",10,"1,421,272,575",48,"49,349,743","1,951","1,214,141","88,247","50,000","1,408,802","5,000"
661,20150801,2,3,12,20,27,38,40,"59,597,375,000",8,"1,713,025,547",63,"36,254,509","1,830","1,248,107","87,840","50,000","1,426,883","5,000"
662,20150808,5,6,9,11,15,37,26,"59,164,542,000",8,"1,689,733,688",43,"52,394,844","1,787","1,260,761","88,493","50,000","1,426,759","5,000"
663,20150815,3,5,8,19,38,42,20,"61,100,704,000",7,"2,080,244,143",60,"40,449,192","1,627","1,491,673","84,092","50,000","1,386,028","5,000"
664,20150822,10,20,33,36,41,44,5,"61,921,689,000",10,"1,536,801,338",44,"58,212,172","1,530","1,674,076","77,395","50,000","1,320,082","5,000"
665,20150829,5,6,11,17,38,44,13,"61,885,874,000",4,"3,643,230,375",30,"80,960,675","1,790","1,356,883","87,227","50,000","1,430,205","5,000"
666,20150905,2,4,6,11,17,28,16,"62,652,917,000",6,"2,396,901,063",47,"50,997,895","1,947","1,231,074","93,631","50,000","1,493,940","5,000"
667,20150912,15,17,25,37,42,43,13,"63,421,632,000",7,"2,228,764,393",40,"65,005,629","1,543","1,685,176","81,344","50,000","1,368,363","5,000"
668,20150919,12,14,15,24,27,32,3,"63,346,405,000",5,"2,991,158,625",56,"44,511,290","1,873","1,330,824","89,414","50,000","1,452,289","5,000"
669,20150926,7,8,20,29,33,38,9,"67,952,211,000",6,"2,708,173,188",52,"52,080,254","1,949","1,389,520","93,078","50,000","1,531,364","5,000"
670,20151003,11,18,26,27,40,41,25,"62,242,687,000",12,"1,191,725,219",39,"61,114,114","2,145","1,111,166","92,680","50,000","1,483,948","5,000"
671,20151010,7,9,10,13,31,35,24,"63,940,807,000",4,"3,722,322,844",48,"51,698,929","1,778","1,395,697","90,364","50,000","1,519,963","5,000"
672,20151017,8,21,28,31,36,45,43,"63,542,330,000",9,"1,754,745,000",46,"57,219,946","1,629","1,615,788","80,167","50,000","1,341,175","5,000"
673,20151024,7,10,17,29,33,44,5,"63,163,578,000",10,"1,491,453,300",35,"71,021,586","1,864","1,333,560","88,838","50,000","1,450,769","5,000"
674,20151031,9,10,14,25,27,31,11,"61,386,974,000",8,"1,770,565,500",48,"49,182,375","1,846","1,278,849","89,646","50,000","1,465,031","5,000"
675,20151107,1,8,11,15,18,45,7,"60,458,623,000",4,"3,514,549,032",65,"36,046,657","1,806","1,297,361","88,118","50,000","1,415,830","5,000"
676,20151114,1,8,17,34,39,45,27,"62,147,642,000",8,"1,879,726,500",63,"39,782,572","1,665","1,505,287","83,276","50,000","1,371,921","5,000"
677,20151121,12,15,24,36,41,44,42,"62,267,624,000",8,"1,921,114,407",37,"69,229,348","1,701","1,505,871","79,827","50,000","1,330,115","5,000"
678,20151128,4,5,6,12,25,37,45,"60,887,293,000",6,"2,288,490,188",41,"55,816,834","1,855","1,233,688","93,305","50,000","1,494,095","5,000"
679,20151205,3,5,7,14,26,34,35,"62,220,918,000",5,"2,863,005,600",54,"44,182,186","1,829","1,304,450","91,171","50,000","1,493,041","5,000"
680,20151212,4,10,19,29,32,42,30,"64,245,201,000",14,"1,110,570,563",44,"58,893,894","1,870","1,385,739","86,441","50,000","1,413,980","5,000"
681,20151219,21,24,27,29,43,44,7,"63,268,253,000",6,"2,696,328,938",37,"72,873,756","1,441","1,871,152","73,062","50,000","1,282,079","5,000"
682,20151226,17,23,27,35,38,43,2,"66,757,858,000",4,"4,063,713,563",56,"48,377,543","1,851","1,463,611","87,618","50,000","1,464,978","5,000"
683,20160102,6,13,20,27,28,40,15,"71,940,091,000",16,"1,010,930,883",45,"59,907,016","2,704","996,974","117,974","50,000","1,700,964","5,000"
684,20160109,1,11,15,17,25,39,40,"66,623,887,000",9,"1,688,815,709",62,"40,858,445","1,968","1,287,208","98,607","50,000","1,623,161","5,000"
685,20160116,6,7,12,28,38,40,18,"69,126,675,000",11,"1,494,367,671",52,"52,686,040","1,910","1,434,385","95,302","50,000","1,576,169","5,000"
686,20160123,7,12,15,24,25,43,13,"65,274,010,000",8,"1,937,531,719",36,"71,760,435","1,863","1,386,676","91,027","50,000","1,483,730","5,000"
687,20160130,1,8,10,13,28,42,45,"68,044,669,000",6,"2,720,029,313",38,"71,579,719","1,780","1,528,107","91,404","50,000","1,538,380","5,000"
688,20160206,5,15,22,23,34,35,2,"73,095,612,000",9,"1,967,536,750",53,"55,685,003","2,107","1,400,715","97,676","50,000","1,610,713","5,000"
689,20160213,7,17,19,30,36,38,34,"67,460,147,000",7,"2,321,775,911",44,"61,562,241","1,809","1,497,368","90,296","50,000","1,509,073","5,000"
690,20160220,24,25,33,34,38,39,43,"69,142,025,000",15,"1,126,507,625",34,"82,831,444","1,772","1,589,317","87,970","50,000","1,528,472","5,000"
691,20160227,15,27,33,35,43,45,16,"68,590,328,000",6,"2,839,296,750",31,"91,590,218","1,708","1,662,352","86,063","50,000","1,455,528","5,000"
692,20160305,3,11,14,15,32,36,44,"66,390,499,000",7,"2,301,273,697",44,"61,018,621","1,770","1,516,848","87,763","50,000","1,465,709","5,000"
693,20160312,1,6,11,28,34,42,30,"67,352,935,000",10,"1,642,763,813",43,"63,673,016","1,692","1,618,168","87,017","50,000","1,484,420","5,000"
694,20160319,7,15,20,25,33,43,12,"67,533,257,000",10,"1,555,036,388",78,"33,227,274","2,286","1,133,739","102,474","50,000","1,581,822","5,000"
695,20160326,4,18,26,33,34,38,14,"67,672,085,000",11,"1,450,214,830",66,"40,283,746","1,979","1,343,471","95,436","50,000","1,558,885","5,000"
696,20160402,1,7,16,18,34,38,21,"67,542,971,000",10,"1,632,054,413",44,"61,820,243","1,721","1,580,530","90,020","50,000","1,501,952","5,000"
697,20160409,2,5,8,11,33,39,31,"66,966,141,000",10,"1,531,443,038",90,"28,360,057","1,940","1,315,673","99,698","50,000","1,615,786","5,000"
698,20160416,3,11,13,21,33,37,18,"66,283,268,000",8,"1,921,084,125",48,"53,363,448","2,088","1,226,746","97,965","50,000","1,550,364","5,000"
699,20160423,4,5,8,16,21,29,3,"66,743,146,000",8,"1,995,411,375",50,"53,210,970","1,799","1,478,905","90,504","50,000","1,512,397","5,000"
700,20160430,11,23,28,29,30,44,13,"66,846,276,000",8,"2,082,099,188",41,"67,710,543","1,562","1,777,294","82,874","50,000","1,414,076","5,000"
701,20160507,3,10,14,16,36,38,35,"64,454,138,000",10,"1,583,183,175",40,"65,965,966","1,659","1,590,500","81,917","50,000","1,404,422","5,000"
702,20160514,3,13,16,24,26,29,9,"66,219,854,000",11,"1,465,091,387",46,"58,391,324","1,819","1,476,636","88,043","50,000","1,443,954","5,000"
703,20160521,10,28,31,33,41,44,21,"65,728,988,000",5,"3,235,784,100",51,"52,872,290","1,719","1,568,637","84,194","50,000","1,416,580","5,000"
704,20160528,1,4,8,23,33,42,45,"65,930,117,000",4,"3,865,190,344",47,"54,825,395","1,906","1,351,938","95,021","50,000","1,519,932","5,000"
705,20160604,1,6,17,22,28,45,23,"65,859,843,000",4,"3,987,206,532",49,"54,247,708","1,805","1,472,653","87,931","50,000","1,453,654","5,000"
706,20160611,3,4,6,10,28,30,37,"65,723,488,000",4,"3,831,746,063",51,"50,088,184","2,108","1,211,811","95,376","50,000","1,531,393","5,000"
707,20160618,2,12,19,24,39,44,35,"66,813,924,000",12,"1,322,167,313",74,"35,734,252","2,006","1,318,213","94,281","50,000","1,507,647","5,000"
708,20160625,2,10,16,19,34,45,1,"66,806,307,000",4,"4,099,552,219",52,"52,558,362","1,712","1,596,399","86,091","50,000","1,446,865","5,000"
709,20160702,10,18,30,36,39,44,32,"65,592,504,000",14,"1,165,271,625",44,"61,794,708","1,696","1,603,165","82,305","50,000","1,385,853","5,000"
710,20160709,3,4,9,24,25,33,10,"65,083,972,000",5,"2,895,441,150",57,"42,331,011","1,990","1,212,497","102,058","50,000","1,627,229","5,000"
711,20160716,11,15,24,35,37,45,42,"66,152,746,000",7,"2,277,413,358",44,"60,385,961","1,865","1,424,656","89,898","50,000","1,465,123","5,000"
712,20160723,17,20,30,31,33,45,19,"66,136,318,000",4,"4,034,485,125",47,"57,226,740","1,727","1,557,416","86,066","50,000","1,449,521","5,000"
713,20160730,2,5,15,18,19,23,44,"64,646,552,000",9,"1,714,720,917",50,"51,441,628","1,791","1,436,115","87,920","50,000","1,470,125","5,000"
714,20160806,1,7,22,33,37,40,20,"64,099,989,000",7,"2,085,131,733",46,"52,883,776","2,029","1,198,943","96,576","50,000","1,551,993","5,000"
715,20160813,2,7,27,33,41,44,10,"65,794,607,000",6,"2,605,510,438",61,"42,713,286","1,873","1,391,090","90,747","50,000","1,503,174","5,000"
716,20160820,2,6,13,16,29,30,21,"67,040,169,000",12,"1,358,752,157",35,"77,642,981","1,743","1,559,096","88,628","50,000","1,469,730","5,000"
717,20160827,2,11,19,25,28,32,44,"68,597,839,000",6,"2,702,433,688",47,"57,498,590","1,974","1,369,015","96,836","50,000","1,567,530","5,000"
718,20160903,4,11,20,23,32,39,40,"69,400,763,000",17,"926,166,464",64,"41,002,162","2,404","1,091,572","114,614","50,000","1,595,315","5,000"
719,20160910,4,8,13,19,20,43,26,"71,378,392,000",9,"1,879,581,334",58,"48,609,863","2,020","1,395,729","99,906","50,000","1,627,784","5,000"
720,20160917,1,12,29,34,36,37,41,"69,939,090,000",14,"1,233,770,358",37,"77,805,338","1,778","1,619,122","88,260","50,000","1,505,233","5,000"
721,20160924,1,28,35,41,43,44,31,"71,627,567,000",8,"2,273,767,360",40,"75,792,246","1,607","1,886,553","84,770","50,000","1,464,353","5,000"
722,20161001,12,14,21,30,39,43,45,"69,446,489,000",4,"4,365,422,719",46,"63,266,996","1,688","1,724,101","84,912","50,000","1,439,078","5,000"
723,20161008,20,30,33,35,36,44,22,"67,750,231,000",8,"2,114,365,360",40,"70,478,846","1,777","1,586,469","85,141","50,000","1,412,967","5,000"
724,20161015,2,8,33,35,37,41,14,"69,987,274,000",12,"1,427,789,813",55,"51,919,630","1,833","1,557,873","90,083","50,000","1,528,970","5,000"
725,20161022,6,7,19,21,41,43,38,"70,208,676,000",11,"1,579,217,250",47,"61,600,673","1,795","1,612,943","88,359","50,000","1,504,907","5,000"
726,20161029,1,11,21,23,34,44,24,"68,799,295,000",14,"1,166,872,634",56,"48,619,694","2,099","1,297,143","96,718","50,000","1,556,425","5,000"
727,20161105,7,8,10,19,21,31,20,"67,559,139,000",14,"1,115,107,742",87,"29,907,105","2,064","1,260,620","99,271","50,000","1,600,135","5,000"
728,20161112,3,6,10,30,34,37,36,"68,306,112,000",5,"3,243,464,400",56,"48,265,840","1,869","1,446,168","94,693","50,000","1,559,062","5,000"
729,20161119,11,17,21,26,36,45,16,"68,784,161,000",4,"4,198,250,719",35,"79,966,681","1,875","1,492,712","89,560","50,000","1,504,682","5,000"
730,20161126,4,10,14,15,18,22,39,"66,934,105,000",8,"2,017,382,110",45,"59,774,285","1,741","1,544,999","88,791","50,000","1,501,752","5,000"
731,20161203,2,7,13,25,42,45,39,"69,239,673,000",7,"2,340,471,054",45,"60,678,880","1,908","1,431,106","96,083","50,000","1,594,258","5,000"
732,20161210,2,4,5,17,27,32,43,"68,645,948,000",7,"2,203,270,608",45,"57,121,831","2,061","1,247,202","104,583","50,000","1,705,993","5,000"
733,20161217,11,24,32,33,35,40,13,"69,321,488,000",4,"4,016,725,125",57,"46,979,242","1,966","1,362,064","101,369","50,000","1,633,952","5,000"
734,20161224,6,16,37,38,41,45,18,"71,457,582,000",9,"1,949,395,500",36,"81,224,813","1,758","1,663,307","92,514","50,000","1,542,069","5,000"
735,20161231,5,10,13,27,37,41,4,"77,488,209,000",10,"1,847,231,588",50,"61,574,387","2,269","1,356,862","107,013","50,000","1,752,740","5,000"
736,20170107,2,11,17,18,21,27,6,"73,510,203,000",5,"3,397,362,225",54,"52,428,430","2,250","1,258,283","107,357","50,000","1,747,634","5,000"
737,20170114,13,15,18,24,27,41,11,"70,775,944,000",4,"4,283,061,000",48,"59,486,959","1,937","1,474,122","94,183","50,000","1,567,166","5,000"
738,20170121,23,27,28,38,42,43,36,"71,768,122,000",11,"1,634,191,091",48,"62,417,021","1,640","1,826,840","88,050","50,000","1,502,685","5,000"
739,20170128,7,22,29,33,34,35,30,"77,999,661,000",4,"4,744,122,282",45,"70,283,294","1,942","1,628,604","101,983","50,000","1,719,739","5,000"
740,20170204,4,8,9,16,17,19,31,"75,186,520,000",18,"936,929,792",43,"65,367,195","2,447","1,148,668","115,722","50,000","1,864,169","5,000"
741,20170211,5,21,27,34,44,45,16,"74,392,585,000",6,"3,043,595,938",55,"55,338,108","1,829","1,664,077","95,007","50,000","1,619,435","5,000"
742,20170218,8,10,13,36,37,40,6,"73,857,792,000",16,"1,111,814,813",44,"67,382,716","1,986","1,492,870","98,348","50,000","1,658,556","5,000"
743,20170225,15,19,21,34,41,44,10,"73,436,852,000",7,"2,608,641,000",46,"66,161,185","1,982","1,535,527","91,886","50,000","1,555,362","5,000"
744,20170304,10,15,18,21,34,41,43,"73,507,293,000",15,"1,155,411,575",61,"47,352,934","2,779","1,039,414","109,229","50,000","1,636,793","5,000"
745,20170311,1,2,3,9,12,23,10,"73,575,119,000",20,"746,822,982",110,"22,631,000","3,692","674,272","141,918","50,000","1,955,276","5,000"
746,20170318,3,12,33,36,42,45,25,"74,239,579,000",9,"2,038,623,709",58,"52,723,027","1,904","1,606,059","94,197","50,000","1,589,291","5,000"
747,20170325,7,9,12,14,23,28,17,"73,337,880,000",9,"1,903,214,584",59,"48,386,812","2,217","1,287,696","105,307","50,000","1,713,003","5,000"
748,20170401,3,10,13,22,31,32,29,"72,750,277,000",9,"1,928,246,542",59,"49,023,218","1,937","1,493,222","99,448","50,000","1,652,756","5,000"
749,20170408,12,14,24,26,34,45,41,"72,252,889,000",13,"1,350,104,395",64,"45,706,660","1,985","1,473,666","95,573","50,000","1,589,197","5,000"
750,20170415,1,2,15,19,24,36,12,"72,248,100,000",7,"2,522,104,286",44,"66,873,978","1,779","1,653,994","93,135","50,000","1,585,532","5,000"
751,20170422,3,4,16,20,28,44,17,"71,534,233,000",8,"2,097,968,110",69,"40,540,447","2,210","1,265,743","102,632","50,000","1,651,438","5,000"
752,20170429,4,16,20,33,40,43,7,"71,600,822,000",9,"1,870,358,834",75,"37,407,177","2,036","1,377,966","102,477","50,000","1,646,451","5,000"
753,20170506,2,17,19,24,37,41,3,"68,915,001,000",6,"2,711,105,063",58,"46,743,191","1,934","1,401,813","97,566","50,000","1,578,072","5,000"
754,20170513,2,8,17,24,29,31,32,"70,765,850,000",5,"3,427,542,000",50,"57,125,700","1,856","1,538,947","93,279","50,000","1,573,739","5,000"
755,20170520,13,14,26,28,30,36,37,"71,300,635,000",8,"2,214,427,266",54,"54,677,217","1,845","1,600,309","89,745","50,000","1,508,502","5,000"
756,20170527,10,14,16,18,27,28,4,"70,992,946,000",5,"3,414,434,700",53,"53,686,081","1,866","1,524,846","94,800","50,000","1,598,715","5,000"
757,20170603,6,7,11,17,33,44,1,"71,053,002,000",21,"739,839,858",68,"38,079,993","2,657","974,573","117,353","50,000","1,788,667","5,000"
758,20170610,5,9,12,30,39,43,24,"71,764,259,000",8,"2,078,969,954",63,"43,999,365","2,170","1,277,401","106,121","50,000","1,680,080","5,000"
759,20170617,9,33,36,40,42,43,32,"72,632,208,000",6,"3,032,670,500",44,"68,924,330","1,761","1,722,130","88,543","50,000","1,525,518","5,000"
760,20170624,10,22,27,31,42,43,12,"72,200,797,000",8,"2,253,299,391",45,"66,764,427","1,749","1,717,782","89,221","50,000","1,520,831","5,000"
761,20170701,4,7,11,24,42,45,30,"71,415,903,000",7,"2,392,730,518",52,"53,683,057","2,139","1,305,058","101,503","50,000","1,660,130","5,000"
762,20170708,1,3,12,21,26,41,16,"70,558,895,000",10,"1,631,432,063",53,"51,302,896","2,044","1,330,261","103,406","50,000","1,671,344","5,000"
763,20170715,3,8,16,32,34,43,10,"70,652,100,000",8,"2,138,130,000",45,"63,352,000","2,019","1,412,006","94,176","50,000","1,562,106","5,000"
764,20170722,7,22,24,31,34,36,15,"70,318,932,000",7,"2,459,975,465",44,"65,226,623","1,908","1,504,178","90,896","50,000","1,530,979","5,000"
765,20170729,1,3,8,12,42,43,33,"70,972,360,000",15,"1,109,214,250",54,"51,352,512","2,121","1,307,419","101,653","50,000","1,643,849","5,000"
766,20170805,9,30,34,35,39,41,21,"69,500,769,000",8,"2,173,637,297",41,"70,687,392","1,734","1,671,386","85,422","50,000","1,458,764","5,000"
767,20170812,5,15,20,31,34,42,22,"71,285,599,000",15,"1,163,768,725",46,"63,248,301","1,905","1,527,256","92,437","50,000","1,549,115","5,000"
768,20170819,7,27,29,30,38,44,4,"72,306,975,000",13,"1,363,572,260",53,"55,743,521","1,849","1,597,841","93,126","50,000","1,572,387","5,000"
769,20170826,5,7,11,16,41,45,4,"72,873,431,000",9,"1,930,760,042",55,"52,657,093","1,962","1,476,117","99,272","50,000","1,660,799","5,000"
770,20170902,1,9,12,23,39,43,34,"74,166,379,000",8,"2,163,099,329",75,"38,455,100","2,302","1,252,882","108,450","50,000","1,717,526","5,000"
771,20170909,6,10,17,18,21,29,30,"73,545,939,000",4,"4,362,644,907",49,"59,355,714","2,054","1,415,984","102,013","50,000","1,680,976","5,000"
772,20170916,5,6,11,14,21,41,32,"74,375,369,000",10,"1,769,608,838",53,"55,648,077","2,027","1,455,032","103,023","50,000","1,688,350","5,000"
773,20170923,8,12,19,21,31,35,44,"74,560,597,000",11,"1,609,403,080",58,"50,871,937","2,094","1,409,061","104,474","50,000","1,690,404","5,000"
774,20170930,12,15,18,28,34,42,9,"77,347,021,000",11,"1,709,721,512",60,"52,241,491","1,956","1,602,500","101,524","50,000","1,704,279","5,000"
775,20171007,11,12,29,33,38,42,17,"70,795,452,000",5,"3,470,437,650",37,"78,163,011","1,719","1,682,392","91,297","50,000","1,539,325","5,000"
776,20171014,8,9,18,21,28,40,20,"74,826,082,000",7,"2,557,579,393",50,"59,676,853","2,001","1,491,176","102,081","50,000","1,687,650","5,000"
777,20171021,6,12,17,21,34,37,18,"75,534,360,000",21,"833,468,036",66,"44,199,063","2,413","1,208,926","111,938","50,000","1,766,635","5,000"
778,20171028,6,21,35,36,37,41,11,"75,075,606,000",3,"6,264,069,500",67,"46,746,788","1,731","1,809,379","92,126","50,000","1,575,045","5,000"
779,20171104,6,12,19,24,34,41,4,"73,773,676,000",11,"1,527,709,296",66,"42,436,370","2,503","1,118,978","114,464","50,000","1,751,447","5,000"
