회차,추첨일,번호1,번호2,번호3,번호4,번호5,번호6,보너스번호,총판매금액,1등당첨자수,1등당첨금액,2등당첨자수,2등당첨금액,3등당첨자수,3등당첨금액,4등당첨자수,4등당첨금액,5등당첨자수,5등당첨금액
957,20210403,4,15,24,35,36,40,1,"96,654,698,000",11,"2,126,634,137",61,"63,915,234","2,835","1,375,249","129,545","50,000","2,131,893","5,000"
958,20210410,2,9,10,16,35,37,1,"98,635,947,000",15,"1,596,119,675",67,"59,556,705","2,470","1,615,506","131,097","50,000","2,168,146","5,000"
959,20210417,1,14,15,24,40,41,35,"97,435,835,000",8,"3,015,312,891",75,"53,605,563","2,502","1,606,882","123,802","50,000","2,072,896","5,000"
960,20210424,2,18,24,30,32,45,14,"98,784,879,000",10,"2,401,133,213",56,"71,462,298","2,569","1,557,762","129,546","50,000","2,180,006","5,000"
961,20210501,11,20,29,31,33,42,43,"97,153,309,000",9,"2,575,231,209",73,"52,915,710","2,716","1,422,256","133,764","50,000","2,197,136","5,000"
962,20210508,1,18,28,31,34,43,40,"95,956,365,000",12,"1,940,906,094",73,"53,175,510","2,581","1,503,996","126,528","50,000","2,119,457","5,000"
963,20210515,6,12,19,23,34,42,35,"95,452,215,000",15,"1,476,478,125",68,"54,282,285","3,137","1,176,665","141,987","50,000","2,219,439","5,000"
964,20210522,6,21,36,38,39,43,30,"95,549,895,000",10,"2,345,861,063",52,"75,187,855","2,447","1,597,781","123,780","50,000","2,061,560","5,000"
965,20210529,2,13,25,28,29,36,34,"96,174,650,000",7,"3,403,348,929",46,"86,316,821","2,389","1,662,024","122,129","50,000","2,043,257","5,000"
966,20210605,1,21,25,29,34,37,36,"95,640,447,000",10,"2,411,303,513",50,"80,376,784","2,352","1,708,691","115,370","50,000","1,980,202","5,000"
967,20210612,1,6,13,37,38,40,9,"94,515,565,000",4,"5,809,776,094",69,"56,133,103","2,475","1,564,923","121,200","50,000","2,042,462","5,000"
968,20210619,2,5,12,14,24,39,33,"95,924,229,000",13,"1,667,729,683",97,"37,251,694","3,116","1,159,633","148,150","50,000","2,329,460","5,000"
969,20210626,3,9,10,29,40,45,7,"96,728,751,000",20,"1,149,427,894",56,"68,418,328","2,633","1,455,157","133,079","50,000","2,211,803","5,000"
970,20210703,9,11,16,21,28,36,5,"93,268,371,000",14,"1,611,544,045",87,"43,221,488","2,479","1,516,850","124,923","50,000","2,061,176","5,000"
971,20210710,2,6,17,18,21,26,7,"94,471,924,000",6,"3,725,880,250",62,"60,094,843","2,685","1,387,665","131,409","50,000","2,171,694","5,000"
972,20210717,3,6,17,23,37,39,26,"93,916,813,000",20,"1,124,886,244",80,"46,870,261","2,570","1,458,997","126,989","50,000","2,122,398","5,000"
973,20210724,22,26,31,37,41,42,24,"93,953,872,000",8,"2,912,742,750",42,"92,468,024","2,257","1,720,717","117,757","50,000","2,003,966","5,000"
974,20210731,1,2,11,16,39,44,32,"94,146,055,000",17,"1,317,034,523",66,"56,539,361","2,636","1,415,629","129,473","50,000","2,149,319","5,000"
975,20210807,7,8,9,17,22,24,5,"94,253,719,000",9,"2,440,410,375",61,"60,010,092","2,828","1,294,419","135,604","50,000","2,212,347","5,000"
976,20210814,4,12,14,25,35,37,2,"97,492,178,000",7,"3,243,867,215",69,"54,847,997","3,085","1,226,747","142,375","50,000","2,270,249","5,000"
977,20210821,2,9,10,14,22,44,16,"95,895,844,000",14,"1,669,905,911",82,"47,517,648","2,474","1,574,959","125,781","50,000","2,097,459","5,000"
978,20210828,1,7,15,32,34,42,8,"98,855,197,000",10,"2,373,391,388",70,"56,509,319","2,826","1,399,736","133,915","50,000","2,217,326","5,000"
979,20210904,7,11,16,21,27,33,24,"99,507,886,000",14,"1,606,400,518",79,"47,446,429","3,414","1,097,911","154,980","50,000","2,403,760","5,000"
980,20210911,3,13,16,23,24,35,14,"99,593,380,000",7,"3,409,443,215",70,"56,824,054","2,819","1,411,027","135,751","50,000","2,237,534","5,000"
981,20210918,27,36,37,41,43,45,32,"105,645,424,000",13,"1,992,863,193",65,"66,428,774","2,824","1,528,991","136,630","50,000","2,289,650","5,000"
982,20210925,5,7,13,20,21,44,33,"101,344,251,000",8,"3,023,630,672",81,"49,771,699","2,931","1,375,472","139,208","50,000","2,291,933","5,000"
983,20211002,13,23,26,31,35,43,15,"101,899,006,000",10,"2,503,422,225",78,"53,491,928","2,640","1,580,444","131,780","50,000","2,196,308","5,000"
984,20211009,3,10,23,35,36,37,18,"98,762,367,000",7,"3,453,006,268",64,"62,945,427","2,596","1,551,814","128,129","50,000","2,149,335","5,000"
985,20211016,17,21,23,30,34,44,19,"98,811,446,000",10,"2,434,752,975",62,"65,450,349","2,581","1,572,229","126,523","50,000","2,123,240","5,000"
986,20211023,7,10,16,28,41,42,40,"99,041,240,000",10,"2,375,275,125",70,"56,554,170","2,793","1,417,398","133,889","50,000","2,231,167","5,000"
987,20211030,2,4,15,23,29,38,7,"100,269,530,000",10,"2,378,711,625",73,"54,308,485","2,968","1,335,755","140,004","50,000","2,283,682","5,000"
988,20211106,2,13,20,30,31,41,27,"98,606,195,000",9,"2,678,489,375",61,"65,864,493","2,663","1,508,725","129,322","50,000","2,139,025","5,000"
989,20211113,17,18,21,27,29,33,26,"96,525,658,000",4,"5,826,768,563",63,"61,658,927","2,444","1,589,408","127,891","50,000","2,158,436","5,000"
990,20211120,2,4,25,26,36,37,28,"99,567,047,000",14,"1,740,095,277",56,"72,503,970","2,858","1,420,652","129,113","50,000","2,169,219","5,000"
991,20211127,13,18,25,31,33,44,38,"98,026,282,000",8,"2,904,166,032",110,"35,202,013","2,969","1,304,218","138,068","50,000","2,226,394","5,000"
992,20211204,12,20,26,33,44,45,24,"97,066,498,000",12,"1,986,955,563",58,"68,515,710","2,373","1,674,636","124,311","50,000","2,105,282","5,000"
993,20211211,6,14,16,18,24,42,44,"99,323,653,000",6,"3,991,197,063",70,"57,017,101","2,732","1,460,907","132,583","50,000","2,220,620","5,000"
994,20211218,1,3,8,24,27,35,28,"95,530,936,000",12,"1,861,582,063",70,"53,188,059","2,803","1,328,279","137,937","50,000","2,216,661","5,000"
995,20211225,1,4,13,29,38,39,7,"100,878,455,000",7,"3,447,271,875",69,"58,287,206","2,793","1,439,964","138,372","50,000","2,269,218","5,000"
996,20220101,6,11,15,24,32,39,28,"112,624,327,000",18,"1,491,185,771",86,"52,018,109","3,313","1,350,305","155,856","50,000","2,546,181","5,000"
997,20220108,4,7,14,16,24,44,20,"102,431,961,000",19,"1,253,749,560",85,"46,708,317","3,692","1,075,354","155,887","50,000","2,331,995","5,000"
998,20220115,13,17,18,20,42,45,41,"101,681,869,000",12,"2,076,499,657",53,"78,358,478","2,648","1,568,354","129,576","50,000","2,227,628","5,000"
999,20220122,1,3,9,14,18,28,34,"102,581,351,000",16,"1,513,274,790",67,"60,229,843","2,943","1,371,186","143,217","50,000","2,369,326","5,000"
1000,20220129,2,8,19,22,32,42,39,"118,628,811,000",22,"1,246,819,620",109,"41,941,945","4,018","1,137,798","180,052","50,000","2,747,686","5,000"
1001,20220205,6,10,12,14,20,42,15,"103,967,487,000",12,"2,077,279,594",66,"62,947,867","2,761","1,504,730","140,255","50,000","2,346,904","5,000"
1002,20220212,17,25,33,35,38,45,15,"105,795,484,000",8,"3,088,449,563",85,"48,446,268","3,193","1,289,676","155,418","50,000","2,436,676","5,000"
1003,20220219,1,4,29,39,43,45,31,"103,479,378,000",14,"1,811,116,822",66,"64,029,383","2,649","1,595,297","133,896","50,000","2,247,475","5,000"
1004,20220226,7,15,30,37,39,44,18,"106,112,471,000",10,"2,576,251,913",68,"63,143,430","2,785","1,541,743","140,047","50,000","2,340,772","5,000"
1005,20220305,8,13,18,24,27,29,17,"103,755,249,000",12,"2,061,199,344",84,"49,076,175","2,798","1,473,338","143,067","50,000","2,349,017","5,000"
1006,20220312,8,11,15,16,17,37,36,"104,542,431,000",9,"2,855,602,125",65,"65,898,511","2,487","1,722,318","131,234","50,000","2,288,458","5,000"
1007,20220319,8,11,16,19,21,25,40,"101,530,003,000",9,"2,718,786,375",70,"58,259,709","2,844","1,433,960","137,134","50,000","2,256,573","5,000"
1008,20220326,9,11,30,31,41,44,33,"103,727,042,000",11,"2,267,377,910",97,"42,854,222","2,826","1,470,935","141,072","50,000","2,311,009","5,000"
1009,20220402,15,23,29,34,40,44,20,"103,771,363,000",15,"1,702,462,825",69,"61,683,436","2,632","1,617,081","133,476","50,000","2,232,525","5,000"
1010,20220409,9,12,15,25,34,36,3,"103,011,505,000",8,"3,119,380,079",66,"63,017,780","2,781","1,495,568","136,828","50,000","2,278,193","5,000"
1011,20220416,1,9,12,26,35,38,42,"101,799,373,000",11,"2,220,348,512",76,"53,561,039","2,818","1,444,514","137,485","50,000","2,292,065","5,000"
1012,20220423,5,11,18,20,35,45,3,"101,948,323,000",13,"1,861,944,318",76,"53,081,746","2,882","1,399,797","141,514","50,000","2,324,952","5,000"
1013,20220430,21,22,26,34,36,41,32,"101,747,653,000",5,"5,047,570,725",79,"53,244,417","2,586","1,626,570","128,697","50,000","2,157,701","5,000"
1014,20220507,3,11,14,18,26,27,21,"102,396,369,000",10,"2,410,449,338",69,"58,223,414","2,849","1,410,115","143,906","50,000","2,372,712","5,000"
1015,20220514,14,23,31,33,37,40,44,"102,562,683,000",8,"3,051,105,610",102,"39,883,734","2,880","1,412,549","144,321","50,000","2,304,033","5,000"
1016,20220521,15,26,28,34,41,42,44,"101,583,153,000",11,"2,260,660,671",68,"60,949,185","2,686","1,543,018","132,413","50,000","2,202,914","5,000"
1017,20220528,12,18,22,23,30,34,32,"101,382,790,000",7,"3,517,684,822",70,"58,628,081","2,596","1,580,881","133,621","50,000","2,235,724","5,000"
1018,20220604,3,19,21,25,37,45,35,"101,151,805,000",2,"12,361,744,688",62,"66,460,993","2,693","1,530,109","130,602","50,000","2,216,230","5,000"
1019,20220611,1,4,13,17,34,39,6,"102,804,882,000",50,"438,565,140",75,"48,729,460","5,823","627,634","192,646","50,000","2,506,493","5,000"
1020,20220618,12,27,29,38,41,45,6,"104,996,396,000",13,"1,966,431,520",77,"55,332,489","2,817","1,512,461","138,221","50,000","2,300,467","5,000"
1021,20220625,12,15,17,24,29,45,16,"101,960,162,000",12,"2,108,962,250",56,"75,320,081","2,461","1,713,907","126,484","50,000","2,182,497","5,000"
1022,20220702,5,6,11,29,42,45,28,"99,233,031,000",5,"4,866,468,075",63,"64,371,271","2,580","1,571,857","127,962","50,000","2,155,059","5,000"
1023,20220709,10,14,16,18,29,35,25,"100,399,659,000",9,"2,745,677,875",72,"57,201,623","2,506","1,643,463","127,810","50,000","2,172,239","5,000"
1024,20220716,9,18,20,22,38,44,10,"100,081,038,000",8,"3,020,323,500",63,"63,922,191","2,616","1,539,411","134,065","50,000","2,224,097","5,000"
1025,20220723,8,9,20,25,29,33,7,"101,318,529,000",4,"6,118,853,344",69,"59,119,356","2,671","1,527,232","134,665","50,000","2,258,426","5,000"
1026,20220730,5,12,13,31,32,41,34,"101,556,379,000",15,"1,619,118,475",76,"53,260,477","2,786","1,452,907","138,907","50,000","2,290,094","5,000"
1027,20220806,14,16,27,35,39,45,5,"101,195,159,000",10,"2,460,504,338",83,"49,407,718","2,700","1,518,830","134,097","50,000","2,217,201","5,000"
1028,20220813,5,7,12,13,18,35,23,"100,613,537,000",20,"1,181,235,132",91,"43,268,687","2,810","1,401,228","142,778","50,000","2,333,653","5,000"
1029,20220820,12,30,32,37,39,41,24,"101,336,312,000",10,"2,527,848,450",62,"67,952,916","2,614","1,611,738","125,573","50,000","2,136,972","5,000"
1030,20220827,2,5,11,17,24,29,9,"104,899,923,000",19,"1,276,406,507",104,"38,864,942","3,278","1,233,055","154,929","50,000","2,473,576","5,000"
1031,20220903,6,7,22,32,35,36,19,"104,316,078,000",8,"3,213,957,563",64,"66,957,450","2,789","1,536,493","132,815","50,000","2,247,015","5,000"
1032,20220910,1,6,12,19,36,42,28,"110,907,011,000",10,"2,675,257,538",90,"49,541,807","3,078","1,448,591","149,807","50,000","2,458,611","5,000"
1033,20220917,3,11,15,20,35,44,10,"104,642,258,000",13,"1,913,414,943",79,"52,477,625","3,083","1,344,708","145,505","50,000","2,376,004","5,000"
1034,20220924,26,31,32,33,38,40,11,"107,150,089,000",9,"2,868,856,209",66,"65,201,278","2,898","1,484,916","142,939","50,000","2,400,364","5,000"
1035,20221001,9,14,34,35,41,42,2,"106,759,523,000",8,"3,231,193,735",71,"60,679,695","2,848","1,512,732","141,624","50,000","2,366,499","5,000"
1036,20221008,2,5,22,32,34,45,39,"103,753,936,000",9,"2,837,323,167",64,"66,499,762","2,593","1,641,337","133,443","50,000","2,231,388","5,000"
1037,20221015,2,14,15,22,27,33,31,"104,840,173,000",15,"1,708,576,825",78,"54,762,078","2,713","1,574,435","137,021","50,000","2,279,500","5,000"
1038,20221022,7,16,24,27,37,44,2,"104,932,409,000",15,"1,627,457,225",77,"52,839,521","3,364","1,209,466","154,690","50,000","2,436,512","5,000"
1039,20221029,2,3,6,19,36,39,26,"105,259,066,000",16,"1,585,019,672",80,"52,833,990","2,773","1,524,241","140,403","50,000","2,359,126","5,000"
1040,20221105,8,16,26,29,31,36,11,"104,007,239,000",7,"3,660,482,625",63,"67,786,716","2,583","1,653,335","133,245","50,000","2,235,373","5,000"
1041,20221112,6,7,9,11,17,18,45,"105,301,601,000",25,"935,091,165",85,"45,837,803","3,947","987,133","167,535","50,000","2,620,869","5,000"
1042,20221119,5,14,15,23,34,43,4,"106,510,259,000",20,"1,240,663,669",100,"41,355,456","3,567","1,159,391","157,156","50,000","2,462,593","5,000"
1043,20221126,3,5,12,22,26,31,19,"107,045,942,000",17,"1,468,646,956",86,"48,385,656","3,156","1,318,494","155,087","50,000","2,495,858","5,000"
1044,20221203,12,17,20,26,28,36,4,"102,891,973,000",8,"3,136,941,235",72,"58,091,505","2,597","1,610,547","134,226","50,000","2,254,796","5,000"
1045,20221210,6,14,15,19,21,41,37,"105,380,282,000",13,"1,990,060,443",67,"64,355,189","2,699","1,597,554","135,872","50,000","2,280,432","5,000"
1046,20221217,7,16,25,29,35,36,28,"100,923,993,000",12,"2,011,415,719",57,"70,575,991","2,959","1,359,524","139,560","50,000","2,260,269","5,000"
1047,20221224,2,20,33,40,42,44,32,"103,058,179,000",9,"2,748,797,875",83,"49,677,071","2,728","1,511,436","139,530","50,000","2,313,403","5,000"
1048,20221231,6,12,17,21,32,39,30,"117,323,901,000",17,"1,612,494,508",102,"44,791,515","3,817","1,196,944","170,086","50,000","2,721,555","5,000"
1049,20230107,3,5,13,20,21,37,17,"108,444,724,000",15,"1,727,810,100",89,"48,533,992","2,968","1,455,366","147,061","50,000","2,462,622","5,000"
1050,20230114,6,12,31,35,38,43,17,"108,072,602,000",17,"1,535,083,280",70,"62,134,324","2,866","1,517,587","144,610","50,000","2,402,116","5,000"
1051,20230121,21,26,30,32,33,35,44,"119,243,907,000",18,"1,669,558,480",70,"71,552,507","2,824","1,773,611","143,314","50,000","2,477,370","5,000"
1052,20230128,5,17,26,27,35,38,1,"107,565,461,000",11,"2,341,682,762",108,"39,750,788","2,926","1,467,220","148,178","50,000","2,405,830","5,000"
1053,20230204,22,26,29,30,34,45,15,"113,721,665,000",7,"4,090,367,411",64,"74,563,990","2,702","1,766,135","136,905","50,000","2,367,764","5,000"
1054,20230211,14,19,27,28,30,45,33,"113,660,567,000",9,"3,147,925,709",66,"71,543,767","2,714","1,739,827","140,308","50,000","2,407,955","5,000"
1055,20230218,4,7,12,14,22,33,31,"112,488,256,000",11,"2,362,815,205",92,"47,085,086","3,413","1,269,215","165,590","50,000","2,662,001","5,000"
1056,20230225,13,20,24,32,36,45,29,"113,279,615,000",14,"1,969,662,456",81,"56,739,248","3,223","1,425,964","150,996","50,000","2,464,595","5,000"
1057,20230304,8,13,19,27,40,45,12,"112,523,887,000",17,"1,616,069,714",664,"6,895,880","2,962","1,545,870","146,471","50,000","2,461,496","5,000"
1058,20230311,11,23,25,30,32,40,42,"112,041,382,000",13,"2,058,020,250",60,"74,317,398","3,074","1,450,568","152,446","50,000","2,545,208","5,000"
1059,20230318,7,10,22,25,34,40,27,"110,846,824,000",13,"2,033,168,481",83,"53,074,680","3,127","1,408,762","151,941","50,000","2,516,955","5,000"
1060,20230325,3,10,24,33,38,45,36,"110,677,185,000",28,"898,238,907",96,"43,664,392","4,593","912,646","179,475","50,000","2,566,118","5,000"
1061,20230401,4,24,27,35,37,45,15,"109,909,344,000",11,"2,422,768,773",99,"44,866,089","3,003","1,479,102","145,857","50,000","2,425,576","5,000"
1062,20230408,20,31,32,40,41,45,12,"107,109,911,000",7,"3,801,933,804",68,"65,229,257","2,668","1,662,515","133,599","50,000","2,278,058","5,000"
1063,20230415,3,6,22,23,24,38,30,"108,347,135,000",7,"3,770,311,875",55,"79,976,313","2,706","1,625,535","139,518","50,000","2,401,618","5,000"
1064,20230422,3,6,9,18,22,35,14,"109,427,584,000",19,"1,348,168,106",62,"68,858,049","3,296","1,295,267","158,665","50,000","2,525,390","5,000"
1065,20230429,3,18,19,23,32,45,24,"108,181,727,000",14,"1,852,593,938",74,"58,415,125","3,117","1,386,821","148,561","50,000","2,416,212","5,000"
1066,20230506,6,11,16,19,21,32,45,"106,440,950,000",15,"1,670,947,250",88,"47,470,093","3,323","1,257,108","152,826","50,000","2,432,046","5,000"
1067,20230513,7,10,19,23,28,33,18,"110,703,299,000",13,"1,981,114,010",82,"52,346,509","3,679","1,166,734","163,488","50,000","2,567,588","5,000"
1068,20230520,4,7,19,26,33,35,3,"108,988,932,000",19,"1,363,929,514",87,"49,644,944","3,114","1,386,998","150,789","50,000","2,480,427","5,000"
1069,20230527,1,10,18,22,28,31,44,"108,388,892,000",14,"1,863,217,554",79,"55,031,743","3,006","1,446,277","146,335","50,000","2,419,527","5,000"
1070,20230603,3,6,14,22,30,41,36,"107,222,802,000",14,"1,859,116,929",63,"68,856,183","2,938","1,476,495","142,759","50,000","2,353,987","5,000"
1071,20230610,1,2,11,21,30,35,39,"107,362,630,000",5,"5,183,979,750",83,"52,047,990","2,891","1,494,287","143,234","50,000","2,391,950","5,000"
1072,20230617,16,18,20,23,32,43,27,"108,156,654,000",12,"2,175,006,375",93,"46,774,331","2,872","1,514,629","145,504","50,000","2,400,605","5,000"
1073,20230624,6,18,28,30,32,38,15,"107,352,123,000",11,"2,345,227,603",62,"69,348,129","2,994","1,436,067","146,834","50,000","2,387,538","5,000"
1074,20230701,1,6,20,27,28,41,15,"105,744,157,000",12,"2,134,763,657",78,"54,737,530","2,711","1,574,891","143,155","50,000","2,311,622","5,000"
1075,20230708,1,23,24,35,44,45,10,"105,635,232,000",9,"2,896,337,167",160,"27,153,161","2,750","1,579,821","134,529","50,000","2,267,024","5,000"
1076,20230715,3,7,9,33,36,37,10,"103,168,694,000",9,"2,672,689,750",86,"46,616,682","3,109","1,289,494","148,521","50,000","2,417,204","5,000"
1077,20230722,4,8,17,30,40,43,34,"105,927,489,000",7,"3,570,901,018",98,"42,510,727","3,235","1,287,806","149,808","50,000","2,428,987","5,000"
1078,20230729,6,10,11,14,36,38,43,"105,407,618,000",12,"2,141,604,938",77,"55,626,103","2,691","1,591,680","135,352","50,000","2,334,106","5,000"
1079,20230805,4,8,18,24,37,45,6,"103,120,206,000",9,"2,712,329,417",85,"47,864,637","3,212","1,266,655","145,773","50,000","2,344,700","5,000"
1080,20230812,13,16,23,31,36,44,38,"104,111,986,000",7,"3,639,444,429",82,"51,780,714","2,720","1,561,037","136,257","50,000","2,254,999","5,000"
1081,20230819,1,9,16,23,24,38,17,"106,974,323,000",11,"2,343,892,944",92,"46,708,012","2,923","1,470,112","143,152","50,000","2,390,493","5,000"
1082,20230826,21,26,27,32,34,42,31,"107,566,880,000",7,"3,720,489,643",62,"70,009,214","2,768","1,568,126","142,123","50,000","2,390,544","5,000"
1083,20230902,3,7,14,15,22,38,17,"108,995,141,000",15,"1,713,084,525",72,"59,482,102","3,274","1,308,098","154,536","50,000","2,501,816","5,000"
1084,20230909,8,12,13,29,33,42,5,"109,818,924,000",15,"1,738,764,600",107,"40,625,342","3,003","1,447,523","151,391","50,000","2,512,924","5,000"
1085,20230916,4,7,17,18,38,44,36,"106,249,975,000",23,"1,073,277,473",80,"51,427,879","3,471","1,185,316","156,670","50,000","2,475,529","5,000"
1086,20230923,11,16,25,27,35,36,37,"109,250,306,000",17,"1,515,913,809",67,"64,105,808","3,270","1,313,483","155,241","50,000","2,500,478","5,000"
1087,20230930,13,14,18,21,34,44,16,"113,960,897,000",16,"1,732,253,602",71,"65,061,169","2,989","1,545,448","149,854","50,000","2,506,601","5,000"
1088,20231007,11,21,22,30,39,44,31,"109,089,305,000",11,"2,434,697,898",94,"47,485,243","2,991","1,492,348","141,487","50,000","2,352,280","5,000"
1089,20231014,4,18,31,37,42,43,40,"108,725,932,000",9,"2,978,522,167",79,"56,554,219","2,825","1,581,517","138,575","50,000","2,338,390","5,000"
1090,20231021,12,19,21,29,40,45,1,"108,364,862,000",11,"2,386,494,614",88,"49,718,638","2,931","1,492,747","143,714","50,000","2,398,962","5,000"
1091,20231028,6,20,23,24,28,30,44,"109,335,581,000",9,"2,898,470,459",65,"66,887,780","2,873","1,513,299","149,578","50,000","2,481,449","5,000"
1092,20231104,7,18,19,26,33,45,37,"108,970,510,000",16,"1,583,289,844",84,"50,263,170","3,327","1,269,044","160,096","50,000","2,540,721","5,000"
1093,20231111,10,17,22,30,35,43,44,"105,589,036,000",13,"1,967,040,750",65,"65,568,025","2,928","1,455,575","141,232","50,000","2,327,509","5,000"
1094,20231118,6,7,15,22,26,40,41,"104,078,823,000",12,"2,112,854,469",87,"48,571,368","2,725","1,550,719","136,802","50,000","2,278,728","5,000"
1095,20231125,8,14,28,29,34,40,12,"106,160,572,000",10,"2,617,825,575",57,"76,544,608","2,584","1,688,484","135,653","50,000","2,278,659","5,000"
1096,20231202,1,12,16,19,23,43,34,"105,753,078,000",10,"2,539,391,175",85,"49,791,984","2,924","1,447,442","141,700","50,000","2,386,598","5,000"
1097,20231209,14,33,34,35,37,40,4,"108,873,101,000",7,"3,864,293,090",67,"67,288,686","2,631","1,713,547","135,670","50,000","2,317,263","5,000"
1098,20231216,12,16,21,24,41,43,15,"103,850,339,000",13,"1,930,461,895",68,"61,509,816","2,840","1,472,771","138,090","50,000","2,311,866","5,000"
1099,20231223,3,20,28,38,40,43,4,"107,510,729,000",9,"2,959,934,125",71,"62,533,820","2,701","1,643,800","134,122","50,000","2,306,011","5,000"
1100,20231230,17,26,29,30,31,43,12,"116,187,023,000",13,"2,207,575,472",81,"59,050,373","2,869","1,667,160","146,262","50,000","2,503,154","5,000"
1101,20240106,6,7,13,28,36,42,41,"114,758,876,000",13,"2,100,529,500",75,"60,681,964","3,363","1,353,300","159,797","50,000","2,596,082","5,000"
1102,20240113,13,14,22,26,37,38,20,"113,178,102,000",20,"1,383,591,413",63,"73,205,895","3,042","1,516,099","147,705","50,000","2,461,606","5,000"
1103,20240120,10,12,29,31,40,44,2,"110,195,070,000",17,"1,574,419,633",76,"58,695,469","2,909","1,533,468","144,537","50,000","2,436,768","5,000"
1104,20240127,1,7,21,30,35,38,2,"112,449,384,000",15,"1,817,193,100",76,"59,776,089","3,000","1,514,328","148,589","50,000","2,490,276","5,000"
1105,20240203,6,16,34,37,39,40,11,"113,295,292,000",15,"1,834,853,800",83,"55,266,681","2,898","1,582,863","148,700","50,000","2,503,114","5,000"
1106,20240210,1,3,4,29,42,45,36,"126,617,296,000",11,"2,790,462,819",67,"76,355,948","3,374","1,516,257","168,792","50,000","2,788,452","5,000"
1107,20240217,6,14,30,31,40,41,29,"117,664,962,000",14,"2,025,625,233",82,"57,639,743","3,357","1,407,942","162,265","50,000","2,581,512","5,000"
1108,20240224,7,19,26,37,39,44,27,"114,578,905,000",14,"1,957,990,849",96,"47,590,056","3,227","1,415,757","157,579","50,000","2,572,268","5,000"
1109,20240302,10,12,13,19,33,40,2,"117,196,327,000",17,"1,584,352,875",84,"53,440,474","3,347","1,341,202","180,255","50,000","2,734,683","5,000"
1110,20240309,3,7,11,20,22,41,24,"115,083,786,000",16,"1,647,392,719",118,"37,229,214","3,654","1,202,258","173,234","50,000","2,747,163","5,000"
1111,20240316,3,13,30,33,43,45,4,"116,382,835,000",16,"1,714,662,540",97,"47,138,490","5,096","897,260","171,363","50,000","2,608,760","5,000"
1112,20240323,16,20,26,36,42,44,24,"114,216,084,000",10,"2,804,455,650",59,"79,221,912","3,077","1,519,043","148,163","50,000","2,461,430","5,000"
1113,20240330,11,13,20,21,32,44,8,"113,342,318,000",14,"1,987,426,822",57,"81,356,654","2,936","1,579,472","146,997","50,000","2,444,535","5,000"
1114,20240406,10,16,19,32,33,38,3,"113,597,890,000",17,"1,583,813,824",88,"50,994,006","3,221","1,393,193","160,537","50,000","2,574,463","5,000"
1115,20240413,7,12,23,32,34,36,8,"113,939,215,000",12,"2,257,278,282",60,"75,242,610","3,103","1,454,901","158,614","50,000","2,584,491","5,000"
1116,20240420,15,16,17,25,30,31,32,"110,862,553,000",10,"2,695,000,238",114,"39,400,589","2,896","1,550,991","145,548","50,000","2,444,108","5,000"
1117,20240427,3,4,9,30,33,36,7,"113,895,333,000",9,"3,028,385,542",94,"48,325,302","3,161","1,437,071","155,379","50,000","2,567,618","5,000"
1118,20240504,11,13,14,15,16,45,3,"113,727,120,000",19,"1,477,445,132",72,"64,980,226","3,518","1,329,897","145,194","50,000","2,435,050","5,000"
1119,20240511,1,9,12,13,20,45,3,"111,840,714,000",19,"1,396,028,764",97,"45,574,823","3,108","1,422,381","155,000","50,000","2,560,859","5,000"
1120,20240518,2,19,26,31,38,41,34,"114,804,359,000",11,"2,522,163,375",91,"50,812,816","3,049","1,516,552","154,910","50,000","2,532,990","5,000"
1121,20240525,6,24,31,32,38,44,8,"113,898,519,000",11,"2,524,513,262",76,"60,898,347","2,956","1,565,723","148,984","50,000","2,494,773","5,000"
1122,20240601,3,6,21,30,34,35,22,"115,540,004,000",11,"2,556,266,046",99,"47,338,261","2,932","1,598,393","151,473","50,000","2,540,890","5,000"
1123,20240608,13,19,21,24,34,35,26,"113,142,957,000",16,"1,731,310,711",77,"59,958,813","2,945","1,567,684","147,087","50,000","2,456,500","5,000"
1124,20240615,3,8,17,30,33,34,28,"112,014,841,000",10,"2,623,327,913",87,"50,255,324","3,123","1,400,005","158,630","50,000","2,619,643","5,000"
1125,20240622,6,14,25,33,40,44,30,"109,407,294,000",12,"2,195,289,188",78,"56,289,467","3,066","1,432,022","147,313","50,000","2,442,674","5,000"
1126,20240629,4,5,9,11,37,40,7,"111,998,191,000",11,"2,386,382,421",91,"48,077,302","3,114","1,404,957","157,300","50,000","2,626,764","5,000"
1127,20240706,10,15,24,30,31,37,32,"111,571,373,000",12,"2,267,891,969",84,"53,997,428","3,007","1,508,409","145,646","50,000","2,443,423","5,000"
1128,20240713,1,5,8,16,28,33,45,"111,364,194,000",63,"419,925,560",77,"57,262,577","2,987","1,476,137","153,592","50,000","2,545,750","5,000"
1129,20240720,5,10,11,17,28,34,22,"110,363,498,000",11,"2,369,567,660",107,"40,600,069","3,142","1,382,625","154,322","50,000","2,542,398","5,000"
1130,20240727,15,19,21,25,27,28,40,"109,515,089,000",12,"2,263,301,219",69,"65,602,934","2,900","1,560,898","137,397","50,000","2,334,975","5,000"
1131,20240803,1,2,6,14,27,38,33,"109,120,798,000",17,"1,542,367,898",56,"78,036,471","2,861","1,527,453","144,842","50,000","2,471,592","5,000"
1132,20240810,6,7,19,28,34,41,5,"110,018,123,000",11,"2,404,951,807",73,"60,398,334","3,086","1,428,736","148,359","50,000","2,463,697","5,000"
